iteration,k_offload,potential,system_total_cost_normalized,vram_load_fraction,changed
118,66,238.79376351356328,251.4094225440036,0.88125,0
119,66,238.79376351356328,251.4094225440036,0.88125,0
120,66,238.79376351356328,251.4094225440036,0.88125,0
121,66,238.79376351356328,251.4094225440036,0.88125,1
122,67,238.24852883745845,252.95413487682777,0.8937499999999999,0
123,67,238.24852883745845,252.95413487682777,0.8937499999999999,0
124,67,238.24852883745845,252.95413487682777,0.8937499999999999,0
125,67,238.24852883745845,252.95413487682777,0.8937499999999999,0
126,67,238.24852883745845,252.95413487682777,0.8937499999999999,0
127,67,238.24852883745845,252.95413487682777,0.8937499999999999,0
128,67,238.24852883745845,252.95413487682777,0.8937499999999999,0
129,67,238.24852883745845,252.95413487682777,0.8937499999999999,1
130,68,237.7213080871006,254.8593361942988,0.90625,0
131,68,237.7213080871006,254.8593361942988,0.90625,0
132,68,237.7213080871006,254.8593361942988,0.90625,0
133,68,237.7213080871006,254.8593361942988,0.90625,1
134,67,237.26810722493357,250.90021123938155,0.8875000000000001,0
135,67,237.26810722493357,250.90021123938155,0.8875000000000001,0
136,67,237.26810722493357,250.90021123938155,0.8875000000000001,0
137,67,237.26810722493357,250.90021123938155,0.8875000000000001,0
138,67,237.26810722493357,250.90021123938155,0.8875000000000001,1
139,68,236.62417826397638,252.51260936944772,0.9,0
140,68,236.62417826397638,252.51260936944772,0.9,0
141,68,236.62417826397638,252.51260936944772,0.9,0
142,68,236.62417826397638,252.51260936944772,0.9,0
143,68,236.62417826397638,252.51260936944772,0.9,0
144,68,236.62417826397638,252.51260936944772,0.9,0
145,68,236.62417826397638,252.51260936944772,0.9,0
146,68,236.62417826397638,252.51260936944772,0.9,1
147,69,236.05129226799505,255.42604691849473,0.91625,0
148,69,236.05129226799505,255.42604691849473,0.91625,0
149,69,236.05129226799505,255.42604691849473,0.91625,0
150,69,236.05129226799505,255.42604691849473,0.91625,1
151,68,235.35212689863403,250.7673447736406,0.8975,1
152,69,235.31401690907327,253.830356768569,0.9125,0
153,69,235.31401690907327,253.830356768569,0.9125,0
154,69,235.31401690907327,253.830356768569,0.9125,1
155,70,235.11449076963677,256.68631369889397,0.9249999999999999,1
156,69,234.93052204374916,251.33925014343077,0.9025,0
157,69,234.93052204374916,251.33925014343077,0.9025,0
158,69,234.93052204374916,251.33925014343077,0.9025,0
159,69,234.93052204374916,251.33925014343077,0.9025,0
160,69,234.93052204374916,251.33925014343077,0.9025,0
161,69,234.93052204374916,251.33925014343077,0.9025,0
162,69,234.93052204374916,251.33925014343077,0.9025,0
163,69,234.93052204374916,251.33925014343077,0.9025,0
164,69,234.93052204374916,251.33925014343077,0.9025,0
165,69,234.93052204374916,251.33925014343077,0.9025,0
166,69,234.93052204374916,251.33925014343077,0.9025,0
167,69,234.93052204374916,251.33925014343077,0.9025,0
168,69,234.93052204374916,251.33925014343077,0.9025,0
169,69,234.93052204374916,251.33925014343077,0.9025,0
170,69,234.93052204374916,251.33925014343077,0.9025,0
171,69,234.93052204374916,251.33925014343077,0.9025,0
172,69,234.93052204374916,251.33925014343077,0.9025,0
173,69,234.93052204374916,251.33925014343077,0.9025,0
174,69,234.93052204374916,251.33925014343077,0.9025,1
175,68,234.9202887898616,248.3730798310896,0.88625,0
176,68,234.9202887898616,248.3730798310896,0.88625,0
177,68,234.9202887898616,248.3730798310896,0.88625,0
178,68,234.9202887898616,248.3730798310896,0.88625,1
179,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
180,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
181,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
182,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
183,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
184,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
185,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
186,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
187,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
188,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
189,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
190,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
191,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
192,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
193,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
194,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
195,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
196,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
197,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
198,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
199,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
200,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
201,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
202,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
203,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
204,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
205,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
206,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
207,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
208,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
209,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
210,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
211,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
212,69,234.0870986265201,249.7662420548793,0.8987499999999999,0
213,69,234.0870986265201,249.7662420548793,0.8987499999999999,1
214,70,233.8777296236111,252.1477601374232,0.91125,0
215,70,233.8777296236111,252.1477601374232,0.91125,0
216,70,233.8777296236111,252.1477601374232,0.91125,1
217,71,233.64943913268095,254.93401243294576,0.92375,0
218,71,233.64943913268095,254.93401243294576,0.92375,0
219,71,233.64943913268095,254.93401243294576,0.92375,0
220,71,233.64943913268095,254.93401243294576,0.92375,0
221,71,233.64943913268095,254.93401243294576,0.92375,0
222,71,233.64943913268095,254.93401243294576,0.92375,0
223,71,233.64943913268095,254.93401243294576,0.92375,0
224,71,233.64943913268095,254.93401243294576,0.92375,1
225,70,233.61054944932334,251.06895286967898,0.9075,0
226,70,233.61054944932334,251.06895286967898,0.9075,0
227,70,233.61054944932334,251.06895286967898,0.9075,0
228,70,233.61054944932334,251.06895286967898,0.9075,0
229,70,233.61054944932334,251.06895286967898,0.9075,0
230,70,233.61054944932334,251.06895286967898,0.9075,0
231,70,233.61054944932334,251.06895286967898,0.9075,0
232,70,233.61054944932334,251.06895286967898,0.9075,0
233,70,233.61054944932334,251.06895286967898,0.9075,0
234,70,233.61054944932334,251.06895286967898,0.9075,0
235,70,233.61054944932334,251.06895286967898,0.9075,0
236,70,233.61054944932334,251.06895286967898,0.9075,0
237,70,233.61054944932334,251.06895286967898,0.9075,0
238,70,233.61054944932334,251.06895286967898,0.9075,0
239,70,233.61054944932334,251.06895286967898,0.9075,0
240,70,233.61054944932334,251.06895286967898,0.9075,0
241,70,233.61054944932334,251.06895286967898,0.9075,0
242,70,233.61054944932334,251.06895286967898,0.9075,0
243,70,233.61054944932334,251.06895286967898,0.9075,0
244,70,233.61054944932334,251.06895286967898,0.9075,0
245,70,233.61054944932334,251.06895286967898,0.9075,0
246,70,233.61054944932334,251.06895286967898,0.9075,0
247,70,233.61054944932334,251.06895286967898,0.9075,0
248,70,233.61054944932334,251.06895286967898,0.9075,0
249,70,233.61054944932334,251.06895286967898,0.9075,0
250,70,233.61054944932334,251.06895286967898,0.9075,0
251,70,233.61054944932334,251.06895286967898,0.9075,0
252,70,233.61054944932334,251.06895286967898,0.9075,0
253,70,233.61054944932334,251.06895286967898,0.9075,0
254,70,233.61054944932334,251.06895286967898,0.9075,0
255,70,233.61054944932334,251.06895286967898,0.9075,0
256,70,233.61054944932334,251.06895286967898,0.9075,0
257,70,233.61054944932334,251.06895286967898,0.9075,0
258,70,233.61054944932334,251.06895286967898,0.9075,0
259,70,233.61054944932334,251.06895286967898,0.9075,0
260,70,233.61054944932334,251.06895286967898,0.9075,0
261,70,233.61054944932334,251.06895286967898,0.9075,0
262,70,233.61054944932334,251.06895286967898,0.9075,0
263,70,233.61054944932334,251.06895286967898,0.9075,0
264,70,233.61054944932334,251.06895286967898,0.9075,0
265,70,233.61054944932334,251.06895286967898,0.9075,0
266,70,233.61054944932334,251.06895286967898,0.9075,0
267,70,233.61054944932334,251.06895286967898,0.9075,0
268,70,233.61054944932334,251.06895286967898,0.9075,0
269,70,233.61054944932334,251.06895286967898,0.9075,0
270,70,233.61054944932334,251.06895286967898,0.9075,0
271,70,233.61054944932334,251.06895286967898,0.9075,0
272,70,233.61054944932334,251.06895286967898,0.9075,0
273,70,233.61054944932334,251.06895286967898,0.9075,0
274,70,233.61054944932334,251.06895286967898,0.9075,1
275,71,232.95098100626674,253.29111801327812,0.9199999999999999,0
276,71,232.95098100626674,253.29111801327812,0.9199999999999999,0
277,71,232.95098100626674,253.29111801327812,0.9199999999999999,0
278,71,232.95098100626674,253.29111801327812,0.9199999999999999,0
279,71,232.95098100626674,253.29111801327812,0.9199999999999999,0
280,71,232.95098100626674,253.29111801327812,0.9199999999999999,0
281,71,232.95098100626674,253.29111801327812,0.9199999999999999,0
282,71,232.95098100626674,253.29111801327812,0.9199999999999999,0
283,71,232.95098100626674,253.29111801327812,0.9199999999999999,0
284,71,232.95098100626674,253.29111801327812,0.9199999999999999,0
285,71,232.95098100626674,253.29111801327812,0.9199999999999999,0
286,71,232.95098100626674,253.29111801327812,0.9199999999999999,0
287,71,232.95098100626674,253.29111801327812,0.9199999999999999,0
288,71,232.95098100626674,253.29111801327812,0.9199999999999999,0
289,71,232.95098100626674,253.29111801327812,0.9199999999999999,0
290,71,232.95098100626674,253.29111801327812,0.9199999999999999,0
291,71,232.95098100626674,253.29111801327812,0.9199999999999999,1
292,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
293,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
294,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
295,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
296,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
297,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
298,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
299,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
300,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
301,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
302,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
303,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
304,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
305,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
306,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
307,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
308,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
309,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
310,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
311,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
312,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
313,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
314,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
315,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
316,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
317,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
318,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
319,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
320,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
321,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
322,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
323,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
324,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
325,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
326,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
327,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
328,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
329,70,232.90532466483424,249.84231301505727,0.9049999999999999,0
330,70,232.90532466483424,249.84231301505727,0.9049999999999999,1
331,69,232.89724123161727,246.99635789158205,0.8899999999999999,0
332,69,232.89724123161727,246.99635789158205,0.8899999999999999,0
333,69,232.89724123161727,246.99635789158205,0.8899999999999999,0
334,69,232.89724123161727,246.99635789158205,0.8899999999999999,0
335,69,232.89724123161727,246.99635789158205,0.8899999999999999,0
336,69,232.89724123161727,246.99635789158205,0.8899999999999999,0
337,69,232.89724123161727,246.99635789158205,0.8899999999999999,0
338,69,232.89724123161727,246.99635789158205,0.8899999999999999,0
339,69,232.89724123161727,246.99635789158205,0.8899999999999999,0
340,69,232.89724123161727,246.99635789158205,0.8899999999999999,0
341,69,232.89724123161727,246.99635789158205,0.8899999999999999,0
342,69,232.89724123161727,246.99635789158205,0.8899999999999999,0
343,69,232.89724123161727,246.99635789158205,0.8899999999999999,0
344,69,232.89724123161727,246.99635789158205,0.8899999999999999,0
345,69,232.89724123161727,246.99635789158205,0.8899999999999999,1
346,70,232.4946464121242,248.9256879604308,0.9025,0
347,70,232.4946464121242,248.9256879604308,0.9025,0
348,70,232.4946464121242,248.9256879604308,0.9025,0
349,70,232.4946464121242,248.9256879604308,0.9025,0
350,70,232.4946464121242,248.9256879604308,0.9025,0
351,70,232.4946464121242,248.9256879604308,0.9025,0
352,70,232.4946464121242,248.9256879604308,0.9025,0
353,70,232.4946464121242,248.9256879604308,0.9025,0
354,70,232.4946464121242,248.9256879604308,0.9025,0
355,70,232.4946464121242,248.9256879604308,0.9025,0
356,70,232.4946464121242,248.9256879604308,0.9025,0
357,70,232.4946464121242,248.9256879604308,0.9025,0
358,70,232.4946464121242,248.9256879604308,0.9025,0
359,70,232.4946464121242,248.9256879604308,0.9025,0
360,70,232.4946464121242,248.9256879604308,0.9025,0
361,70,232.4946464121242,248.9256879604308,0.9025,0
362,70,232.4946464121242,248.9256879604308,0.9025,0
363,70,232.4946464121242,248.9256879604308,0.9025,0
364,70,232.4946464121242,248.9256879604308,0.9025,0
365,70,232.4946464121242,248.9256879604308,0.9025,0
366,70,232.4946464121242,248.9256879604308,0.9025,0
367,70,232.4946464121242,248.9256879604308,0.9025,0
368,70,232.4946464121242,248.9256879604308,0.9025,0
369,70,232.4946464121242,248.9256879604308,0.9025,0
370,70,232.4946464121242,248.9256879604308,0.9025,0
371,70,232.4946464121242,248.9256879604308,0.9025,0
372,70,232.4946464121242,248.9256879604308,0.9025,0
373,70,232.4946464121242,248.9256879604308,0.9025,0
374,70,232.4946464121242,248.9256879604308,0.9025,0
375,70,232.4946464121242,248.9256879604308,0.9025,0
376,70,232.4946464121242,248.9256879604308,0.9025,0
377,70,232.4946464121242,248.9256879604308,0.9025,0
378,70,232.4946464121242,248.9256879604308,0.9025,0
379,70,232.4946464121242,248.9256879604308,0.9025,0
380,70,232.4946464121242,248.9256879604308,0.9025,0
381,70,232.4946464121242,248.9256879604308,0.9025,0
382,70,232.4946464121242,248.9256879604308,0.9025,0
383,70,232.4946464121242,248.9256879604308,0.9025,0
384,70,232.4946464121242,248.9256879604308,0.9025,0
385,70,232.4946464121242,248.9256879604308,0.9025,1
386,71,231.71555070851213,250.86015144885775,0.915,0
387,71,231.71555070851213,250.86015144885775,0.915,0
388,71,231.71555070851213,250.86015144885775,0.915,0
389,71,231.71555070851213,250.86015144885775,0.915,0
390,71,231.71555070851213,250.86015144885775,0.915,0
391,71,231.71555070851213,250.86015144885775,0.915,0
392,71,231.71555070851213,250.86015144885775,0.915,0
393,71,231.71555070851213,250.86015144885775,0.915,0
394,71,231.71555070851213,250.86015144885775,0.915,0
395,71,231.71555070851213,250.86015144885775,0.915,0
396,71,231.71555070851213,250.86015144885775,0.915,0
397,71,231.71555070851213,250.86015144885775,0.915,0
398,71,231.71555070851213,250.86015144885775,0.915,0
399,71,231.71555070851213,250.86015144885775,0.915,0
400,71,231.71555070851213,250.86015144885775,0.915,0
401,71,231.71555070851213,250.86015144885775,0.915,0
402,71,231.71555070851213,250.86015144885775,0.915,0
403,71,231.71555070851213,250.86015144885775,0.915,0
404,71,231.71555070851213,250.86015144885775,0.915,0
405,71,231.71555070851213,250.86015144885775,0.915,0
406,71,231.71555070851213,250.86015144885775,0.915,0
407,71,231.71555070851213,250.86015144885775,0.915,0
408,71,231.71555070851213,250.86015144885775,0.915,0
409,71,231.71555070851213,250.86015144885775,0.915,0
410,71,231.71555070851213,250.86015144885775,0.915,0
411,71,231.71555070851213,250.86015144885775,0.915,0
412,71,231.71555070851213,250.86015144885775,0.915,0
413,71,231.71555070851213,250.86015144885775,0.915,0
414,71,231.71555070851213,250.86015144885775,0.915,1
415,72,231.01805898740886,253.3197222240756,0.9275,0
416,72,231.01805898740886,253.3197222240756,0.9275,0
417,72,231.01805898740886,253.3197222240756,0.9275,0
418,72,231.01805898740886,253.3197222240756,0.9275,0
419,72,231.01805898740886,253.3197222240756,0.9275,1
420,71,231.01242219174418,250.1570229320898,0.9149999999999999,0
421,71,231.01242219174418,250.1570229320898,0.9149999999999999,0
422,71,231.01242219174418,250.1570229320898,0.9149999999999999,0
423,71,231.01242219174418,250.1570229320898,0.9149999999999999,0
424,71,231.01242219174418,250.1570229320898,0.9149999999999999,0
425,71,231.01242219174418,250.1570229320898,0.9149999999999999,0
426,71,231.01242219174418,250.1570229320898,0.9149999999999999,0
427,71,231.01242219174418,250.1570229320898,0.9149999999999999,0
428,71,231.01242219174418,250.1570229320898,0.9149999999999999,0
429,71,231.01242219174418,250.1570229320898,0.9149999999999999,0
430,71,231.01242219174418,250.1570229320898,0.9149999999999999,0
431,71,231.01242219174418,250.1570229320898,0.9149999999999999,1
432,70,230.94599718546402,246.64658958842475,0.8987499999999999,0
433,70,230.94599718546402,246.64658958842475,0.8987499999999999,0
434,70,230.94599718546402,246.64658958842475,0.8987499999999999,0
435,70,230.94599718546402,246.64658958842475,0.8987499999999999,0
436,70,230.94599718546402,246.64658958842475,0.8987499999999999,0
437,70,230.94599718546402,246.64658958842475,0.8987499999999999,0
438,70,230.94599718546402,246.64658958842475,0.8987499999999999,0
439,70,230.94599718546402,246.64658958842475,0.8987499999999999,0
440,70,230.94599718546402,246.64658958842475,0.8987499999999999,0
441,70,230.94599718546402,246.64658958842475,0.8987499999999999,0
442,70,230.94599718546402,246.64658958842475,0.8987499999999999,1
443,71,230.89654880691745,249.19106803394166,0.91125,0
444,71,230.89654880691745,249.19106803394166,0.91125,0
445,71,230.89654880691745,249.19106803394166,0.91125,0
446,71,230.89654880691745,249.19106803394166,0.91125,0
447,71,230.89654880691745,249.19106803394166,0.91125,0
448,71,230.89654880691745,249.19106803394166,0.91125,0
449,71,230.89654880691745,249.19106803394166,0.91125,0
450,71,230.89654880691745,249.19106803394166,0.91125,0
451,71,230.89654880691745,249.19106803394166,0.91125,0
452,71,230.89654880691745,249.19106803394166,0.91125,0
453,71,230.89654880691745,249.19106803394166,0.91125,0
454,71,230.89654880691745,249.19106803394166,0.91125,0
455,71,230.89654880691745,249.19106803394166,0.91125,0
456,71,230.89654880691745,249.19106803394166,0.91125,0
457,71,230.89654880691745,249.19106803394166,0.91125,0
458,71,230.89654880691745,249.19106803394166,0.91125,0
459,71,230.89654880691745,249.19106803394166,0.91125,0
460,71,230.89654880691745,249.19106803394166,0.91125,0
461,71,230.89654880691745,249.19106803394166,0.91125,0
462,71,230.89654880691745,249.19106803394166,0.91125,0
463,71,230.89654880691745,249.19106803394166,0.91125,0
464,71,230.89654880691745,249.19106803394166,0.91125,0
465,71,230.89654880691745,249.19106803394166,0.91125,0
466,71,230.89654880691745,249.19106803394166,0.91125,0
467,71,230.89654880691745,249.19106803394166,0.91125,0
468,71,230.89654880691745,249.19106803394166,0.91125,0
469,71,230.89654880691745,249.19106803394166,0.91125,0
470,71,230.89654880691745,249.19106803394166,0.91125,0
471,71,230.89654880691745,249.19106803394166,0.91125,0
472,71,230.89654880691745,249.19106803394166,0.91125,0
473,71,230.89654880691745,249.19106803394166,0.91125,0
474,71,230.89654880691745,249.19106803394166,0.91125,0
475,71,230.89654880691745,249.19106803394166,0.91125,0
476,71,230.89654880691745,249.19106803394166,0.91125,0
477,71,230.89654880691745,249.19106803394166,0.91125,0
478,71,230.89654880691745,249.19106803394166,0.91125,0
479,71,230.89654880691745,249.19106803394166,0.91125,0
480,71,230.89654880691745,249.19106803394166,0.91125,0
481,71,230.89654880691745,249.19106803394166,0.91125,0
482,71,230.89654880691745,249.19106803394166,0.91125,0
483,71,230.89654880691745,249.19106803394166,0.91125,0
484,71,230.89654880691745,249.19106803394166,0.91125,0
485,71,230.89654880691745,249.19106803394166,0.91125,0
486,71,230.89654880691745,249.19106803394166,0.91125,0
487,71,230.89654880691745,249.19106803394166,0.91125,0
488,71,230.89654880691745,249.19106803394166,0.91125,0
489,71,230.89654880691745,249.19106803394166,0.91125,0
490,71,230.89654880691745,249.19106803394166,0.91125,0
491,71,230.89654880691745,249.19106803394166,0.91125,0
