audit,trials,max_abs_delta_ci_minus_delta_phi,mean_abs_delta_ci_minus_delta_phi,passed_at_tolerance_1e-9,claim_boundary
exact_potential_identity,200,9.192646643896296e-14,2.1071477895873157e-14,1,formula consistency only; not global optimality or physical validity
