iteration,k_offload,potential,system_total_cost,changed
125,74,178.32850952513425,220.3359028801192,0
126,74,178.32850952513425,220.3359028801192,0
127,74,178.32850952513425,220.3359028801192,1
128,73,178.31071354026778,215.73548724413206,0
129,73,178.31071354026778,215.73548724413206,0
130,73,178.31071354026778,215.73548724413206,0
131,73,178.31071354026778,215.73548724413206,0
132,73,178.31071354026778,215.73548724413206,0
133,73,178.31071354026778,215.73548724413206,0
134,73,178.31071354026778,215.73548724413206,0
135,73,178.31071354026778,215.73548724413206,0
136,73,178.31071354026778,215.73548724413206,0
137,73,178.31071354026778,215.73548724413206,0
138,73,178.31071354026778,215.73548724413206,1
139,74,177.7118428584676,219.71923621345255,0
140,74,177.7118428584676,219.71923621345255,0
141,74,177.7118428584676,219.71923621345255,1
142,73,177.67849131804553,215.1032650219098,0
143,73,177.67849131804553,215.1032650219098,0
144,73,177.67849131804553,215.1032650219098,0
145,73,177.67849131804553,215.1032650219098,0
146,73,177.67849131804553,215.1032650219098,0
147,73,177.67849131804553,215.1032650219098,0
148,73,177.67849131804553,215.1032650219098,0
149,73,177.67849131804553,215.1032650219098,0
150,73,177.67849131804553,215.1032650219098,1
151,74,177.12450952513427,219.1319028801192,0
152,74,177.12450952513427,219.1319028801192,0
153,74,177.12450952513427,219.1319028801192,0
154,74,177.12450952513427,219.1319028801192,1
155,75,176.7163404330472,223.8569847601387,0
156,75,176.7163404330472,223.8569847601387,1
157,76,174.4368254477267,227.32652778230866,1
158,75,174.22656265526945,221.36720698236093,1
159,74,174.18384285846759,216.19123621345253,0
160,74,174.18384285846759,216.19123621345253,1
161,73,174.10960242915667,211.53437613302094,0
162,73,174.10960242915667,211.53437613302094,0
163,73,174.10960242915667,211.53437613302094,0
164,73,174.10960242915667,211.53437613302094,1
165,74,172.29428730291207,214.301680657897,0
166,74,172.29428730291207,214.301680657897,0
167,74,172.29428730291207,214.301680657897,0
168,74,172.29428730291207,214.301680657897,0
169,74,172.29428730291207,214.301680657897,1
170,75,172.26567376638056,219.40631809347204,0
171,75,172.26567376638056,219.40631809347204,1
172,74,172.14006508068982,214.14745843567476,0
173,74,172.14006508068982,214.14745843567476,0
174,74,172.14006508068982,214.14745843567476,0
175,74,172.14006508068982,214.14745843567476,0
176,74,172.14006508068982,214.14745843567476,1
177,73,172.12826909582333,209.5530427996876,0
178,73,172.12826909582333,209.5530427996876,0
179,73,172.12826909582333,209.5530427996876,0
180,73,172.12826909582333,209.5530427996876,0
181,73,172.12826909582333,209.5530427996876,1
182,74,172.02673174735648,214.03412510234142,0
183,74,172.02673174735648,214.03412510234142,0
184,74,172.02673174735648,214.03412510234142,0
185,74,172.02673174735648,214.03412510234142,1
186,73,171.95849131804556,209.38326502190984,0
187,73,171.95849131804556,209.38326502190984,0
188,73,171.95849131804556,209.38326502190984,0
189,73,171.95849131804556,209.38326502190984,0
190,73,171.95849131804556,209.38326502190984,0
191,73,171.95849131804556,209.38326502190984,0
192,73,171.95849131804556,209.38326502190984,0
193,73,171.95849131804556,209.38326502190984,0
194,73,171.95849131804556,209.38326502190984,0
195,73,171.95849131804556,209.38326502190984,0
196,73,171.95849131804556,209.38326502190984,0
197,73,171.95849131804556,209.38326502190984,0
198,73,171.95849131804556,209.38326502190984,0
199,73,171.95849131804556,209.38326502190984,0
200,73,171.95849131804556,209.38326502190984,0
201,73,171.95849131804556,209.38326502190984,0
202,73,171.95849131804556,209.38326502190984,0
203,73,171.95849131804556,209.38326502190984,0
204,73,171.95849131804556,209.38326502190984,0
205,73,171.95849131804556,209.38326502190984,0
206,73,171.95849131804556,209.38326502190984,0
207,73,171.95849131804556,209.38326502190984,0
208,73,171.95849131804556,209.38326502190984,1
209,74,171.86339841402318,213.87079176900812,0
210,74,171.86339841402318,213.87079176900812,0
211,74,171.86339841402318,213.87079176900812,0
212,74,171.86339841402318,213.87079176900812,0
213,74,171.86339841402318,213.87079176900812,0
214,74,171.86339841402318,213.87079176900812,0
215,74,171.86339841402318,213.87079176900812,0
216,74,171.86339841402318,213.87079176900812,1
217,73,171.82360242915667,209.24837613302094,0
218,73,171.82360242915667,209.24837613302094,1
219,74,171.70406508068984,213.71145843567479,0
220,74,171.70406508068984,213.71145843567479,0
221,74,171.70406508068984,213.71145843567479,0
222,74,171.70406508068984,213.71145843567479,0
223,74,171.70406508068984,213.71145843567479,0
224,74,171.70406508068984,213.71145843567479,0
225,74,171.70406508068984,213.71145843567479,0
226,74,171.70406508068984,213.71145843567479,0
227,74,171.70406508068984,213.71145843567479,0
228,74,171.70406508068984,213.71145843567479,0
229,74,171.70406508068984,213.71145843567479,0
230,74,171.70406508068984,213.71145843567479,1
231,75,170.53234043304724,217.67298476013872,0
232,75,170.53234043304724,217.67298476013872,0
233,75,170.53234043304724,217.67298476013872,0
234,75,170.53234043304724,217.67298476013872,0
235,75,170.53234043304724,217.67298476013872,0
236,75,170.53234043304724,217.67298476013872,0
237,75,170.53234043304724,217.67298476013872,0
238,75,170.53234043304724,217.67298476013872,0
239,75,170.53234043304724,217.67298476013872,0
240,75,170.53234043304724,217.67298476013872,1
241,76,170.33771433661562,223.22741667119757,1
242,75,170.1858959886028,217.32654031569427,0
243,75,170.1858959886028,217.32654031569427,0
244,75,170.1858959886028,217.32654031569427,0
245,75,170.1858959886028,217.32654031569427,0
246,75,170.1858959886028,217.32654031569427,0
247,75,170.1858959886028,217.32654031569427,0
248,75,170.1858959886028,217.32654031569427,0
249,75,170.1858959886028,217.32654031569427,0
250,75,170.1858959886028,217.32654031569427,0
251,75,170.1858959886028,217.32654031569427,0
252,75,170.1858959886028,217.32654031569427,0
253,75,170.1858959886028,217.32654031569427,1
254,74,170.15317619180095,212.1605695467859,0
255,74,170.15317619180095,212.1605695467859,1
256,75,168.1858959886028,215.32654031569427,0
257,75,168.1858959886028,215.32654031569427,0
258,75,168.1858959886028,215.32654031569427,0
259,75,168.1858959886028,215.32654031569427,0
260,75,168.1858959886028,215.32654031569427,0
261,75,168.1858959886028,215.32654031569427,0
262,75,168.1858959886028,215.32654031569427,0
263,75,168.1858959886028,215.32654031569427,1
264,74,168.1436206362454,210.15101399123034,0
265,74,168.1436206362454,210.15101399123034,0
266,74,168.1436206362454,210.15101399123034,0
267,74,168.1436206362454,210.15101399123034,0
268,74,168.1436206362454,210.15101399123034,0
269,74,168.1436206362454,210.15101399123034,1
270,73,168.0838246513789,205.50859835524318,0
271,73,168.0838246513789,205.50859835524318,1
272,72,168.03991538928275,201.3743543069657,1
273,73,167.99293576249,205.41770946635427,0
274,73,167.99293576249,205.41770946635427,0
275,73,167.99293576249,205.41770946635427,0
276,73,167.99293576249,205.41770946635427,0
277,73,167.99293576249,205.41770946635427,1
278,72,167.96791538928275,201.3023543069657,0
279,72,167.96791538928275,201.3023543069657,0
280,72,167.96791538928275,201.3023543069657,0
281,72,167.96791538928275,201.3023543069657,0
282,72,167.96791538928275,201.3023543069657,0
283,72,167.96791538928275,201.3023543069657,0
284,72,167.96791538928275,201.3023543069657,0
285,72,167.96791538928275,201.3023543069657,1
286,73,167.96493576249003,205.3897094663543,0
287,73,167.96493576249003,205.3897094663543,0
288,73,167.96493576249003,205.3897094663543,0
289,73,167.96493576249003,205.3897094663543,0
290,73,167.96493576249003,205.3897094663543,0
291,73,167.96493576249003,205.3897094663543,0
292,73,167.96493576249003,205.3897094663543,0
293,73,167.96493576249003,205.3897094663543,0
294,73,167.96493576249003,205.3897094663543,0
295,73,167.96493576249003,205.3897094663543,0
296,73,167.96493576249003,205.3897094663543,0
297,73,167.96493576249003,205.3897094663543,0
298,73,167.96493576249003,205.3897094663543,0
299,73,167.96493576249003,205.3897094663543,0
300,73,167.96493576249003,205.3897094663543,0
301,73,167.96493576249003,205.3897094663543,0
302,73,167.96493576249003,205.3897094663543,0
303,73,167.96493576249003,205.3897094663543,0
304,73,167.96493576249003,205.3897094663543,0
305,73,167.96493576249003,205.3897094663543,0
306,73,167.96493576249003,205.3897094663543,0
307,73,167.96493576249003,205.3897094663543,0
308,73,167.96493576249003,205.3897094663543,0
309,73,167.96493576249003,205.3897094663543,0
310,73,167.96493576249003,205.3897094663543,0
311,73,167.96493576249003,205.3897094663543,0
312,73,167.96493576249003,205.3897094663543,0
313,73,167.96493576249003,205.3897094663543,0
314,73,167.96493576249003,205.3897094663543,0
315,73,167.96493576249003,205.3897094663543,0
316,73,167.96493576249003,205.3897094663543,0
317,73,167.96493576249003,205.3897094663543,0
318,73,167.96493576249003,205.3897094663543,0
319,73,167.96493576249003,205.3897094663543,0
320,73,167.96493576249003,205.3897094663543,0
321,73,167.96493576249003,205.3897094663543,0
322,73,167.96493576249003,205.3897094663543,0
323,73,167.96493576249003,205.3897094663543,0
324,73,167.96493576249003,205.3897094663543,0
325,73,167.96493576249003,205.3897094663543,0
326,73,167.96493576249003,205.3897094663543,0
327,73,167.96493576249003,205.3897094663543,0
328,73,167.96493576249003,205.3897094663543,0
329,73,167.96493576249003,205.3897094663543,0
330,73,167.96493576249003,205.3897094663543,0
331,73,167.96493576249003,205.3897094663543,0
332,73,167.96493576249003,205.3897094663543,0
333,73,167.96493576249003,205.3897094663543,0
334,73,167.96493576249003,205.3897094663543,0
335,73,167.96493576249003,205.3897094663543,0
336,73,167.96493576249003,205.3897094663543,0
337,73,167.96493576249003,205.3897094663543,0
338,73,167.96493576249003,205.3897094663543,0
339,73,167.96493576249003,205.3897094663543,0
340,73,167.96493576249003,205.3897094663543,0
341,73,167.96493576249003,205.3897094663543,0
342,73,167.96493576249003,205.3897094663543,0
343,73,167.96493576249003,205.3897094663543,0
344,73,167.96493576249003,205.3897094663543,0
345,73,167.96493576249003,205.3897094663543,0
346,73,167.96493576249003,205.3897094663543,0
347,73,167.96493576249003,205.3897094663543,0
348,73,167.96493576249003,205.3897094663543,0
349,73,167.96493576249003,205.3897094663543,0
350,73,167.96493576249003,205.3897094663543,0
351,73,167.96493576249003,205.3897094663543,0
352,73,167.96493576249003,205.3897094663543,0
353,73,167.96493576249003,205.3897094663543,0
354,73,167.96493576249003,205.3897094663543,0
355,73,167.96493576249003,205.3897094663543,0
356,73,167.96493576249003,205.3897094663543,1
357,74,167.88739841402318,209.89479176900812,0
358,74,167.88739841402318,209.89479176900812,0
359,74,167.88739841402318,209.89479176900812,0
360,74,167.88739841402318,209.89479176900812,0
361,74,167.88739841402318,209.89479176900812,0
362,74,167.88739841402318,209.89479176900812,0
363,74,167.88739841402318,209.89479176900812,0
364,74,167.88739841402318,209.89479176900812,0
365,74,167.88739841402318,209.89479176900812,0
366,74,167.88739841402318,209.89479176900812,0
367,74,167.88739841402318,209.89479176900812,0
368,74,167.88739841402318,209.89479176900812,0
369,74,167.88739841402318,209.89479176900812,0
370,74,167.88739841402318,209.89479176900812,0
371,74,167.88739841402318,209.89479176900812,0
372,74,167.88739841402318,209.89479176900812,0
373,74,167.88739841402318,209.89479176900812,0
374,74,167.88739841402318,209.89479176900812,0
375,74,167.88739841402318,209.89479176900812,0
376,74,167.88739841402318,209.89479176900812,1
377,73,167.81515798471224,205.23993168857652,0
378,73,167.81515798471224,205.23993168857652,0
379,73,167.81515798471224,205.23993168857652,0
380,73,167.81515798471224,205.23993168857652,0
381,73,167.81515798471224,205.23993168857652,1
382,74,167.78806508068985,209.7954584356748,0
383,74,167.78806508068985,209.7954584356748,0
384,74,167.78806508068985,209.7954584356748,0
385,74,167.78806508068985,209.7954584356748,0
386,74,167.78806508068985,209.7954584356748,0
387,74,167.78806508068985,209.7954584356748,0
388,74,167.78806508068985,209.7954584356748,0
389,74,167.78806508068985,209.7954584356748,0
390,74,167.78806508068985,209.7954584356748,0
391,74,167.78806508068985,209.7954584356748,1
392,75,166.46145154415836,213.60209587124984,0
393,75,166.46145154415836,213.60209587124984,0
394,75,166.46145154415836,213.60209587124984,0
395,75,166.46145154415836,213.60209587124984,0
396,75,166.46145154415836,213.60209587124984,0
397,75,166.46145154415836,213.60209587124984,1
398,74,166.41917619180097,208.4265695467859,0
399,74,166.41917619180097,208.4265695467859,0
400,74,166.41917619180097,208.4265695467859,0
401,74,166.41917619180097,208.4265695467859,0
402,74,166.41917619180097,208.4265695467859,0
403,74,166.41917619180097,208.4265695467859,0
404,74,166.41917619180097,208.4265695467859,0
405,74,166.41917619180097,208.4265695467859,0
406,74,166.41917619180097,208.4265695467859,0
407,74,166.41917619180097,208.4265695467859,1
408,73,166.33893576249,203.76370946635427,0
409,73,166.33893576249,203.76370946635427,0
410,73,166.33893576249,203.76370946635427,0
411,73,166.33893576249,203.76370946635427,0
412,73,166.33893576249,203.76370946635427,0
413,73,166.33893576249,203.76370946635427,0
414,73,166.33893576249,203.76370946635427,0
415,73,166.33893576249,203.76370946635427,0
416,73,166.33893576249,203.76370946635427,0
417,73,166.33893576249,203.76370946635427,0
418,73,166.33893576249,203.76370946635427,0
419,73,166.33893576249,203.76370946635427,0
420,73,166.33893576249,203.76370946635427,0
421,73,166.33893576249,203.76370946635427,0
422,73,166.33893576249,203.76370946635427,0
423,73,166.33893576249,203.76370946635427,0
424,73,166.33893576249,203.76370946635427,0
425,73,166.33893576249,203.76370946635427,0
426,73,166.33893576249,203.76370946635427,0
427,73,166.33893576249,203.76370946635427,0
428,73,166.33893576249,203.76370946635427,0
429,73,166.33893576249,203.76370946635427,0
430,73,166.33893576249,203.76370946635427,0
431,73,166.33893576249,203.76370946635427,0
432,73,166.33893576249,203.76370946635427,0
433,73,166.33893576249,203.76370946635427,0
434,73,166.33893576249,203.76370946635427,0
435,73,166.33893576249,203.76370946635427,0
436,73,166.33893576249,203.76370946635427,0
437,73,166.33893576249,203.76370946635427,0
438,73,166.33893576249,203.76370946635427,0
439,73,166.33893576249,203.76370946635427,0
440,73,166.33893576249,203.76370946635427,0
441,73,166.33893576249,203.76370946635427,0
442,73,166.33893576249,203.76370946635427,0
443,73,166.33893576249,203.76370946635427,0
444,73,166.33893576249,203.76370946635427,0
445,73,166.33893576249,203.76370946635427,0
446,73,166.33893576249,203.76370946635427,0
447,73,166.33893576249,203.76370946635427,0
448,73,166.33893576249,203.76370946635427,0
449,73,166.33893576249,203.76370946635427,0
450,73,166.33893576249,203.76370946635427,0
451,73,166.33893576249,203.76370946635427,0
452,73,166.33893576249,203.76370946635427,0
453,73,166.33893576249,203.76370946635427,0
454,73,166.33893576249,203.76370946635427,0
455,73,166.33893576249,203.76370946635427,0
456,73,166.33893576249,203.76370946635427,0
457,73,166.33893576249,203.76370946635427,0
458,73,166.33893576249,203.76370946635427,0
459,73,166.33893576249,203.76370946635427,0
460,73,166.33893576249,203.76370946635427,0
461,73,166.33893576249,203.76370946635427,0
462,73,166.33893576249,203.76370946635427,0
463,73,166.33893576249,203.76370946635427,0
464,73,166.33893576249,203.76370946635427,1
465,74,166.31028730291206,208.317680657897,0
466,74,166.31028730291206,208.317680657897,0
467,74,166.31028730291206,208.317680657897,0
468,74,166.31028730291206,208.317680657897,0
469,74,166.31028730291206,208.317680657897,0
470,74,166.31028730291206,208.317680657897,0
471,74,166.31028730291206,208.317680657897,0
472,74,166.31028730291206,208.317680657897,0
473,74,166.31028730291206,208.317680657897,0
474,74,166.31028730291206,208.317680657897,0
475,74,166.31028730291206,208.317680657897,0
476,74,166.31028730291206,208.317680657897,0
477,74,166.31028730291206,208.317680657897,0
478,74,166.31028730291206,208.317680657897,0
479,74,166.31028730291206,208.317680657897,0
480,74,166.31028730291206,208.317680657897,0
481,74,166.31028730291206,208.317680657897,0
482,74,166.31028730291206,208.317680657897,0
483,74,166.31028730291206,208.317680657897,0
484,74,166.31028730291206,208.317680657897,0
485,74,166.31028730291206,208.317680657897,0
486,74,166.31028730291206,208.317680657897,0
487,74,166.31028730291206,208.317680657897,0
488,74,166.31028730291206,208.317680657897,0
489,74,166.31028730291206,208.317680657897,0
490,74,166.31028730291206,208.317680657897,0
491,74,166.31028730291206,208.317680657897,0
492,74,166.31028730291206,208.317680657897,0
493,74,166.31028730291206,208.317680657897,0
494,74,166.31028730291206,208.317680657897,0
495,74,166.31028730291206,208.317680657897,0
496,74,166.31028730291206,208.317680657897,0
497,74,166.31028730291206,208.317680657897,0
498,74,166.31028730291206,208.317680657897,0
499,74,166.31028730291206,208.317680657897,0
500,74,166.31028730291206,208.317680657897,0
501,74,166.31028730291206,208.317680657897,0
502,74,166.31028730291206,208.317680657897,0
503,74,166.31028730291206,208.317680657897,0
504,74,166.31028730291206,208.317680657897,0
505,74,166.31028730291206,208.317680657897,0
506,74,166.31028730291206,208.317680657897,0
507,74,166.31028730291206,208.317680657897,0
508,74,166.31028730291206,208.317680657897,0
509,74,166.31028730291206,208.317680657897,0
510,74,166.31028730291206,208.317680657897,0
511,74,166.31028730291206,208.317680657897,0
512,74,166.31028730291206,208.317680657897,0
513,74,166.31028730291206,208.317680657897,0
514,74,166.31028730291206,208.317680657897,0
515,74,166.31028730291206,208.317680657897,0
516,74,166.31028730291206,208.317680657897,0
517,74,166.31028730291206,208.317680657897,0
518,74,166.31028730291206,208.317680657897,0
519,74,166.31028730291206,208.317680657897,0
520,74,166.31028730291206,208.317680657897,0
521,74,166.31028730291206,208.317680657897,0
522,74,166.31028730291206,208.317680657897,0
523,74,166.31028730291206,208.317680657897,0
524,74,166.31028730291206,208.317680657897,0
525,74,166.31028730291206,208.317680657897,0
526,74,166.31028730291206,208.317680657897,0
527,74,166.31028730291206,208.317680657897,0
528,74,166.31028730291206,208.317680657897,0
529,74,166.31028730291206,208.317680657897,0
530,74,166.31028730291206,208.317680657897,0
531,74,166.31028730291206,208.317680657897,0
532,74,166.31028730291206,208.317680657897,0
533,74,166.31028730291206,208.317680657897,0
534,74,166.31028730291206,208.317680657897,0
535,74,166.31028730291206,208.317680657897,0
536,74,166.31028730291206,208.317680657897,0
537,74,166.31028730291206,208.317680657897,0
538,74,166.31028730291206,208.317680657897,0
539,74,166.31028730291206,208.317680657897,0
540,74,166.31028730291206,208.317680657897,0
541,74,166.31028730291206,208.317680657897,0
542,74,166.31028730291206,208.317680657897,0
543,74,166.31028730291206,208.317680657897,0
544,74,166.31028730291206,208.317680657897,0
545,74,166.31028730291206,208.317680657897,0
546,74,166.31028730291206,208.317680657897,0
547,74,166.31028730291206,208.317680657897,0
548,74,166.31028730291206,208.317680657897,0
549,74,166.31028730291206,208.317680657897,0
550,74,166.31028730291206,208.317680657897,0
551,74,166.31028730291206,208.317680657897,0
552,74,166.31028730291206,208.317680657897,0
553,74,166.31028730291206,208.317680657897,0
554,74,166.31028730291206,208.317680657897,0
555,74,166.31028730291206,208.317680657897,0
556,74,166.31028730291206,208.317680657897,0
557,74,166.31028730291206,208.317680657897,0
558,74,166.31028730291206,208.317680657897,0
559,74,166.31028730291206,208.317680657897,0
560,74,166.31028730291206,208.317680657897,0
561,74,166.31028730291206,208.317680657897,0
562,74,166.31028730291206,208.317680657897,0
563,74,166.31028730291206,208.317680657897,0
564,74,166.31028730291206,208.317680657897,0
565,74,166.31028730291206,208.317680657897,0
566,74,166.31028730291206,208.317680657897,0
567,74,166.31028730291206,208.317680657897,0
568,74,166.31028730291206,208.317680657897,0
569,74,166.31028730291206,208.317680657897,0
570,74,166.31028730291206,208.317680657897,0
571,74,166.31028730291206,208.317680657897,0
572,74,166.31028730291206,208.317680657897,0
573,74,166.31028730291206,208.317680657897,0
574,74,166.31028730291206,208.317680657897,0
575,74,166.31028730291206,208.317680657897,0
576,74,166.31028730291206,208.317680657897,0
577,74,166.31028730291206,208.317680657897,0
578,74,166.31028730291206,208.317680657897,1
579,73,166.25049131804556,203.67526502190984,0
580,73,166.25049131804556,203.67526502190984,0
581,73,166.25049131804556,203.67526502190984,0
582,73,166.25049131804556,203.67526502190984,0
583,73,166.25049131804556,203.67526502190984,0
584,73,166.25049131804556,203.67526502190984,0
585,73,166.25049131804556,203.67526502190984,0
586,73,166.25049131804556,203.67526502190984,0
587,73,166.25049131804556,203.67526502190984,0
588,73,166.25049131804556,203.67526502190984,1
589,74,166.21384285846761,208.22123621345256,0
590,74,166.21384285846761,208.22123621345256,0
591,74,166.21384285846761,208.22123621345256,0
592,74,166.21384285846761,208.22123621345256,0
593,74,166.21384285846761,208.22123621345256,0
594,74,166.21384285846761,208.22123621345256,0
595,74,166.21384285846761,208.22123621345256,0
596,74,166.21384285846761,208.22123621345256,0
597,74,166.21384285846761,208.22123621345256,0
598,74,166.21384285846761,208.22123621345256,0
599,74,166.21384285846761,208.22123621345256,0
600,74,166.21384285846761,208.22123621345256,0
601,74,166.21384285846761,208.22123621345256,0
602,74,166.21384285846761,208.22123621345256,0
603,74,166.21384285846761,208.22123621345256,0
604,74,166.21384285846761,208.22123621345256,0
605,74,166.21384285846761,208.22123621345256,0
606,74,166.21384285846761,208.22123621345256,0
607,74,166.21384285846761,208.22123621345256,0
608,74,166.21384285846761,208.22123621345256,0
609,74,166.21384285846761,208.22123621345256,0
610,74,166.21384285846761,208.22123621345256,0
611,74,166.21384285846761,208.22123621345256,0
612,74,166.21384285846761,208.22123621345256,0
613,74,166.21384285846761,208.22123621345256,0
614,74,166.21384285846761,208.22123621345256,0
615,74,166.21384285846761,208.22123621345256,0
616,74,166.21384285846761,208.22123621345256,0
617,74,166.21384285846761,208.22123621345256,0
618,74,166.21384285846761,208.22123621345256,0
619,74,166.21384285846761,208.22123621345256,0
620,74,166.21384285846761,208.22123621345256,0
621,74,166.21384285846761,208.22123621345256,0
622,74,166.21384285846761,208.22123621345256,0
623,74,166.21384285846761,208.22123621345256,0
624,74,166.21384285846761,208.22123621345256,0
625,74,166.21384285846761,208.22123621345256,0
626,74,166.21384285846761,208.22123621345256,0
627,74,166.21384285846761,208.22123621345256,0
628,74,166.21384285846761,208.22123621345256,0
629,74,166.21384285846761,208.22123621345256,0
630,74,166.21384285846761,208.22123621345256,0
631,74,166.21384285846761,208.22123621345256,0
632,74,166.21384285846761,208.22123621345256,0
633,74,166.21384285846761,208.22123621345256,0
634,74,166.21384285846761,208.22123621345256,0
635,74,166.21384285846761,208.22123621345256,0
636,74,166.21384285846761,208.22123621345256,0
637,74,166.21384285846761,208.22123621345256,0
638,74,166.21384285846761,208.22123621345256,0
639,74,166.21384285846761,208.22123621345256,0
640,74,166.21384285846761,208.22123621345256,0
641,74,166.21384285846761,208.22123621345256,0
